time,treatment,od,blank
136800.19,DON,0.3334,0.0842
138600.19,DON,0.334,0.0843
140400.19,DON,0.3366,0.0842
142200.19,DON,0.3342,0.0839
144000.19,DON,0.3285,0.0844
145800.19,DON,0.326,0.0844
147600.19,DON,0.323,0.0844
149400.19,DON,0.3221,0.0845
151200.19,DON,0.32,0.0842
153000.19,DON,0.3182,0.0841
154800.19,DON,0.3176,0.0845
156600.19,DON,0.3154,0.0842
158400.19,DON,0.3128,0.0841
160200.19,DON,0.3112,0.0841
162000.19,DON,0.3094,0.0844
163800.19,DON,0.3069,0.0846
165600.19,DON,0.3049,0.0842
167400.19,DON,0.3024,0.0844
169200.19,DON,0.2992,0.0842
171000.19,DON,0.2959,0.0842
172800.19,DON,0.294,0.0845
174600.19,DON,0.2908,0.0842
176400.19,DON,0.2886,0.0847
178200.19,DON,0.2854,0.0843
180000.19,DON,0.2824,0.0838
181800.19,DON,0.28,0.0844
183600.19,DON,0.2767,0.0843
185400.19,DON,0.2734,0.0845
187200.19,DON,0.27,0.0847
189000.19,DON,0.2672,0.0842
190800.19,DON,0.2643,0.0843
192600.19,DON,0.2614,0.0843
194400.19,DON,0.2583,0.0842
196200.19,DON,0.2556,0.0847
198000.19,DON,0.2526,0.0845
199800.19,DON,0.2498,0.0842
201600.19,DON,0.247,0.084
203400.19,DON,0.2445,0.0841
205200.19,DON,0.2422,0.0844
207000.19,DON,0.2397,0.0843
208800.19,DON,0.2376,0.0842
210600.19,DON,0.2352,0.0842
212400.19,DON,0.2331,0.084
214200.19,DON,0.231,0.0843
216000.19,DON,0.2298,0.0847
217800.19,DON,0.2267,0.0838
219600.19,DON,0.2257,0.0843
221400.19,DON,0.2244,0.0844
223200.19,DON,0.223,0.0842
225000.19,DON,0.2214,0.0842
226800.19,DON,0.2201,0.0843
228600.19,DON,0.2191,0.0842
230400.19,DON,0.2179,0.0844
232200.19,DON,0.2161,0.0841
234000.19,DON,0.2156,0.0841
235800.19,DON,0.2147,0.0842
237600.19,DON,0.2139,0.0845
239400.19,DON,0.2135,0.0843
241200.19,DON,0.2126,0.0842
243000.19,DON,0.2116,0.0838
244800.19,DON,0.2114,0.0845
246600.19,DON,0.2109,0.0847
0,DON,0.0845,0.0831
1800.19,DON,0.0838,0.0824
3600.19,DON,0.084,0.0826
5400.19,DON,0.0839,0.0825
7200.19,DON,0.0842,0.0827
9000.19,DON,0.0841,0.0824
10800.19,DON,0.084,0.0826
12600.19,DON,0.0843,0.0827
14400.19,DON,0.0846,0.0825
16200.19,DON,0.0846,0.0827
18000.19,DON,0.0852,0.0828
19800.19,DON,0.0853,0.0825
21600.19,DON,0.0858,0.0826
23400.19,DON,0.086,0.0826
25200.19,DON,0.0865,0.0826
27000.19,DON,0.087,0.0826
28800.19,DON,0.0875,0.0827
30600.19,DON,0.0884,0.0823
32400.19,DON,0.0897,0.0827
34200.19,DON,0.0911,0.0826
36000.19,DON,0.0926,0.0826
37800.19,DON,0.0942,0.0826
39600.19,DON,0.0965,0.0825
41400.19,DON,0.0992,0.0825
43200.19,DON,0.1017,0.0825
45000.19,DON,0.1049,0.0826
46800.19,DON,0.1083,0.0826
48600.19,DON,0.112,0.0828
50400.19,DON,0.1159,0.0827
52200.19,DON,0.1205,0.0824
54000.19,DON,0.1258,0.0826
55800.19,DON,0.1316,0.0826
57600.19,DON,0.1381,0.0827
59400.19,DON,0.1449,0.0829
61200.19,DON,0.1534,0.0832
63000.19,DON,0.162,0.0828
64800.19,DON,0.1756,0.0829
66600.19,DON,0.1833,0.0825
68400.19,DON,0.1902,0.0827
70200.19,DON,0.1995,0.0826
72000.19,DON,0.206,0.0824
73800.19,DON,0.2113,0.0824
75600.19,DON,0.2187,0.0825
77400.19,DON,0.2244,0.0825
79200.19,DON,0.2318,0.0829
81000.19,DON,0.2353,0.0825
82800.19,DON,0.2388,0.0825
84600.19,DON,0.2444,0.0831
86400.19,DON,0.248,0.0829
88200.19,DON,0.2528,0.0827
90000.19,DON,0.2633,0.0827
91800.19,DON,0.263,0.083
93600.19,DON,0.2628,0.0828
95400.19,DON,0.2856,0.0826
97200.19,DON,0.2931,0.0828
99000.19,DON,0.2935,0.0827
100800.19,DON,0.3028,0.0828
102600.19,DON,0.3065,0.0827
104400.19,DON,0.3192,0.0823
106200.19,DON,0.3225,0.0826
108000.19,DON,0.3393,0.0826
109800.19,DON,0.3191,0.0827
111600.19,DON,0.3195,0.0824
113400.19,DON,0.3142,0.0827
115200.19,DON,0.3166,0.0828
117000.19,DON,0.3203,0.0823
118800.19,DON,0.3188,0.0829
120600.19,DON,0.3259,0.0823
122400.19,DON,0.3189,0.083
124200.19,DON,0.3197,0.0829
126000.19,DON,0.3217,0.0827
127800.19,DON,0.3215,0.0834
129600.19,DON,0.3209,0.083
131400.19,DON,0.3202,0.0828
133200.19,DON,0.3197,0.083
135000.19,DON,0.3175,0.0828
136800.19,DON,0.3189,0.0829
138600.19,DON,0.3159,0.0827
140400.19,DON,0.3147,0.0827
142200.19,DON,0.3121,0.0823
144000.19,DON,0.3074,0.0825
145800.19,DON,0.3064,0.0825
147600.19,DON,0.3039,0.0827
149400.19,DON,0.3005,0.083
151200.19,DON,0.2973,0.0826
153000.19,DON,0.2958,0.0826
154800.19,DON,0.2938,0.0829
156600.19,DON,0.2892,0.0827
158400.19,DON,0.2855,0.0826
160200.19,DON,0.2823,0.0827
162000.19,DON,0.2777,0.0827
163800.19,DON,0.2752,0.083
165600.19,DON,0.272,0.0825
167400.19,DON,0.2691,0.0829
169200.19,DON,0.2661,0.0828
171000.19,DON,0.2628,0.0826
172800.19,DON,0.2605,0.0826
174600.19,DON,0.2581,0.0825
176400.19,DON,0.255,0.0826
178200.19,DON,0.2514,0.0826
180000.19,DON,0.2483,0.0823
181800.19,DON,0.2448,0.0826
183600.19,DON,0.2422,0.0827
185400.19,DON,0.2392,0.0828
187200.19,DON,0.237,0.0827
189000.19,DON,0.2356,0.083
190800.19,DON,0.2338,0.083
192600.19,DON,0.2334,0.0828
194400.19,DON,0.2319,0.0828
196200.19,DON,0.2301,0.0829
198000.19,DON,0.2284,0.0826
199800.19,DON,0.2272,0.0824
201600.19,DON,0.2251,0.0824
203400.19,DON,0.2234,0.0825
205200.19,DON,0.2226,0.0831
207000.19,DON,0.2211,0.0828
208800.19,DON,0.2192,0.0826
210600.19,DON,0.2173,0.0827
212400.19,DON,0.2161,0.0824
214200.19,DON,0.2146,0.0828
216000.19,DON,0.2131,0.0827
217800.19,DON,0.2113,0.0821
219600.19,DON,0.2103,0.0827
221400.19,DON,0.2088,0.0828
223200.19,DON,0.2077,0.083
225000.19,DON,0.2064,0.0826
226800.19,DON,0.2052,0.0825
228600.19,DON,0.2039,0.0828
230400.19,DON,0.2034,0.0828
232200.19,DON,0.2015,0.0825
234000.19,DON,0.2008,0.0827
235800.19,DON,0.2002,0.0829
237600.19,DON,0.199,0.0825
239400.19,DON,0.1987,0.0828
241200.19,DON,0.1981,0.0828
243000.19,DON,0.1972,0.0825
244800.19,DON,0.1967,0.0826
246600.19,DON,0.1961,0.0831
0,DON,0.0853,0.0843
1800.19,DON,0.085,0.084
3600.19,DON,0.0871,0.0841
5400.19,DON,0.0882,0.084
7200.19,DON,0.0893,0.084
9000.19,DON,0.091,0.0841
10800.19,DON,0.0924,0.0839
12600.19,DON,0.0952,0.0842
14400.19,DON,0.0963,0.0843
16200.19,DON,0.0983,0.0843
18000.19,DON,0.1004,0.0842
19800.19,DON,0.1028,0.0843
21600.19,DON,0.1049,0.0843
23400.19,DON,0.1078,0.0842
25200.19,DON,0.1106,0.0844
27000.19,DON,0.1156,0.0841
28800.19,DON,0.1213,0.0841
30600.19,DON,0.1279,0.084
32400.19,DON,0.1347,0.0845
34200.19,DON,0.1421,0.0843
36000.19,DON,0.1542,0.0846
37800.19,DON,0.1656,0.0842
39600.19,DON,0.1806,0.084
41400.19,DON,0.1126,0.0845
43200.19,DON,0.1201,0.0842
45000.19,DON,0.1255,0.0844
46800.19,DON,0.1286,0.0842
48600.19,DON,0.1336,0.0846
50400.19,DON,0.1411,0.0843
52200.19,DON,0.1488,0.0839
54000.19,DON,0.1581,0.0843
55800.19,DON,0.1675,0.0843
57600.19,DON,0.1787,0.0847
59400.19,DON,0.1917,0.0842
61200.19,DON,0.2071,0.0846
63000.19,DON,0.2226,0.0845
64800.19,DON,0.2381,0.0844
66600.19,DON,0.2512,0.0841
68400.19,DON,0.2653,0.0843
70200.19,DON,0.2783,0.0842
72000.19,DON,0.2913,0.0843
73800.19,DON,0.3029,0.0843
75600.19,DON,0.3134,0.0841
77400.19,DON,0.3232,0.0839
79200.19,DON,0.3321,0.0842
81000.19,DON,0.3403,0.0843
82800.19,DON,0.3469,0.084
84600.19,DON,0.3537,0.085
86400.19,DON,0.3587,0.0846
88200.19,DON,0.3632,0.0842
90000.19,DON,0.3673,0.0844
91800.19,DON,0.3718,0.0849
93600.19,DON,0.3745,0.0843
95400.19,DON,0.3773,0.0843
97200.19,DON,0.3803,0.0844
99000.19,DON,0.3823,0.0843
100800.19,DON,0.3849,0.0842
102600.19,DON,0.3859,0.084
104400.19,DON,0.3877,0.0843
106200.19,DON,0.39,0.0845
108000.19,DON,0.3929,0.0845
109800.19,DON,0.3943,0.0845
111600.19,DON,0.3947,0.0842
113400.19,DON,0.397,0.0844
115200.19,DON,0.3982,0.0844
117000.19,DON,0.3987,0.0844
118800.19,DON,0.3997,0.0846
120600.19,DON,0.3996,0.084
122400.19,DON,0.4011,0.0842
124200.19,DON,0.4021,0.0843
126000.19,DON,0.4023,0.0847
127800.19,DON,0.402,0.0847
129600.19,DON,0.4029,0.0844
131400.19,DON,0.4027,0.0842
133200.19,DON,0.4032,0.0848
135000.19,DON,0.4031,0.0844
136800.19,DON,0.4029,0.0842
138600.19,DON,0.4025,0.0843
140400.19,DON,0.4011,0.0842
142200.19,DON,0.4004,0.0839
144000.19,DON,0.3998,0.0844
145800.19,DON,0.3988,0.0844
147600.19,DON,0.3977,0.0844
149400.19,DON,0.3971,0.0845
151200.19,DON,0.3943,0.0842
153000.19,DON,0.3928,0.0841
154800.19,DON,0.3923,0.0845
156600.19,DON,0.3898,0.0842
158400.19,DON,0.3881,0.0841
160200.19,DON,0.3859,0.0841
162000.19,DON,0.3844,0.0844
163800.19,DON,0.3829,0.0846
165600.19,DON,0.3802,0.0842
167400.19,DON,0.3774,0.0844
169200.19,DON,0.3756,0.0842
171000.19,DON,0.3722,0.0842
172800.19,DON,0.3702,0.0845
174600.19,DON,0.3674,0.0842
176400.19,DON,0.3646,0.0847
178200.19,DON,0.3624,0.0843
180000.19,DON,0.3595,0.0838
181800.19,DON,0.3573,0.0844
183600.19,DON,0.3546,0.0843
185400.19,DON,0.3523,0.0845
187200.19,DON,0.3498,0.0847
189000.19,DON,0.3465,0.0842
190800.19,DON,0.3433,0.0843
192600.19,DON,0.3413,0.0843
194400.19,DON,0.3386,0.0842
196200.19,DON,0.3363,0.0847
198000.19,DON,0.3332,0.0845
199800.19,DON,0.331,0.0842
201600.19,DON,0.3281,0.084
203400.19,DON,0.3248,0.0841
205200.19,DON,0.3245,0.0844
207000.19,DON,0.3208,0.0843
208800.19,DON,0.319,0.0842
210600.19,DON,0.3165,0.0842
212400.19,DON,0.3149,0.084
214200.19,DON,0.3131,0.0843
216000.19,DON,0.312,0.0847
217800.19,DON,0.3094,0.0838
219600.19,DON,0.3084,0.0843
221400.19,DON,0.3068,0.0844
223200.19,DON,0.3049,0.0842
225000.19,DON,0.3041,0.0842
226800.19,DON,0.3023,0.0843
228600.19,DON,0.3012,0.0842
230400.19,DON,0.2999,0.0844
232200.19,DON,0.2988,0.0841
234000.19,DON,0.298,0.0841
235800.19,DON,0.2965,0.0842
237600.19,DON,0.2958,0.0845
239400.19,DON,0.295,0.0843
241200.19,DON,0.2946,0.0842
243000.19,DON,0.2937,0.0838
244800.19,DON,0.2927,0.0845
246600.19,DON,0.2929,0.0847
0,DMSO,0.0861,0.0848
1800.19,DMSO,0.0842,0.0845
3600.19,DMSO,0.0844,0.0846
5400.19,DMSO,0.0844,0.0848
7200.19,DMSO,0.0846,0.0846
9000.19,DMSO,0.0846,0.0846
10800.19,DMSO,0.0849,0.0845
12600.19,DMSO,0.085,0.0848
14400.19,DMSO,0.0848,0.0847
16200.19,DMSO,0.0855,0.0845
18000.19,DMSO,0.0854,0.0849
19800.19,DMSO,0.0856,0.0845
21600.19,DMSO,0.0859,0.0846
23400.19,DMSO,0.0864,0.0845
25200.19,DMSO,0.087,0.0848
27000.19,DMSO,0.0889,0.0849
28800.19,DMSO,0.0884,0.0846
30600.19,DMSO,0.0888,0.0844
32400.19,DMSO,0.0905,0.0847
34200.19,DMSO,0.092,0.0848
36000.19,DMSO,0.0936,0.0848
37800.19,DMSO,0.0961,0.0848
39600.19,DMSO,0.098,0.0847
41400.19,DMSO,0.1009,0.0849
43200.19,DMSO,0.104,0.0848
45000.19,DMSO,0.1073,0.085
46800.19,DMSO,0.1121,0.0847
48600.19,DMSO,0.1159,0.0851
50400.19,DMSO,0.1221,0.085
52200.19,DMSO,0.1284,0.0851
54000.19,DMSO,0.1371,0.0851
55800.19,DMSO,0.1475,0.0847
57600.19,DMSO,0.1595,0.0851
59400.19,DMSO,0.1738,0.0851
61200.19,DMSO,0.1904,0.0852
63000.19,DMSO,0.2084,0.0849
64800.19,DMSO,0.2284,0.0853
66600.19,DMSO,0.2485,0.0847
68400.19,DMSO,0.2689,0.0849
70200.19,DMSO,0.2888,0.0851
72000.19,DMSO,0.3052,0.0848
73800.19,DMSO,0.3189,0.0851
75600.19,DMSO,0.3319,0.085
77400.19,DMSO,0.3438,0.0847
79200.19,DMSO,0.3542,0.0848
81000.19,DMSO,0.3645,0.0851
82800.19,DMSO,0.3735,0.0852
84600.19,DMSO,0.3796,0.0852
86400.19,DMSO,0.388,0.0852
88200.19,DMSO,0.3935,0.0849
90000.19,DMSO,0.3992,0.0851
91800.19,DMSO,0.4054,0.0854
93600.19,DMSO,0.4105,0.0848
95400.19,DMSO,0.4153,0.0848
97200.19,DMSO,0.4192,0.085
99000.19,DMSO,0.4225,0.0851
100800.19,DMSO,0.4276,0.0849
102600.19,DMSO,0.4275,0.0851
104400.19,DMSO,0.4302,0.0847
106200.19,DMSO,0.4321,0.085
108000.19,DMSO,0.4338,0.0852
109800.19,DMSO,0.4356,0.085
111600.19,DMSO,0.437,0.0848
113400.19,DMSO,0.4421,0.0851
115200.19,DMSO,0.4438,0.0853
117000.19,DMSO,0.4456,0.0849
118800.19,DMSO,0.4478,0.0852
120600.19,DMSO,0.4491,0.0846
122400.19,DMSO,0.45,0.0853
124200.19,DMSO,0.4505,0.0852
126000.19,DMSO,0.4517,0.0853
127800.19,DMSO,0.4503,0.085
129600.19,DMSO,0.4499,0.0851
131400.19,DMSO,0.448,0.0852
133200.19,DMSO,0.4479,0.0855
135000.19,DMSO,0.4453,0.0849
136800.19,DMSO,0.4445,0.085
138600.19,DMSO,0.4418,0.085
140400.19,DMSO,0.4408,0.0851
142200.19,DMSO,0.4389,0.085
144000.19,DMSO,0.4376,0.0852
145800.19,DMSO,0.4367,0.0853
147600.19,DMSO,0.4348,0.0854
149400.19,DMSO,0.4322,0.0855
151200.19,DMSO,0.4323,0.085
153000.19,DMSO,0.4286,0.0851
154800.19,DMSO,0.4271,0.0854
156600.19,DMSO,0.4245,0.0853
158400.19,DMSO,0.4218,0.0848
160200.19,DMSO,0.4196,0.0852
162000.19,DMSO,0.4178,0.0853
163800.19,DMSO,0.4154,0.0855
165600.19,DMSO,0.4122,0.0851
167400.19,DMSO,0.4098,0.0853
169200.19,DMSO,0.4075,0.0853
171000.19,DMSO,0.4052,0.0851
172800.19,DMSO,0.4021,0.0853
174600.19,DMSO,0.4,0.0855
176400.19,DMSO,0.3978,0.085
178200.19,DMSO,0.3954,0.085
180000.19,DMSO,0.3936,0.0852
181800.19,DMSO,0.3895,0.0854
183600.19,DMSO,0.387,0.0851
185400.19,DMSO,0.3848,0.0854
187200.19,DMSO,0.3825,0.0855
189000.19,DMSO,0.3802,0.0854
190800.19,DMSO,0.3785,0.0852
192600.19,DMSO,0.3753,0.0853
194400.19,DMSO,0.3732,0.0856
196200.19,DMSO,0.371,0.0853
198000.19,DMSO,0.369,0.085
199800.19,DMSO,0.3669,0.0852
201600.19,DMSO,0.3637,0.0851
203400.19,DMSO,0.3621,0.0852
205200.19,DMSO,0.3604,0.0856
207000.19,DMSO,0.3581,0.0851
208800.19,DMSO,0.3559,0.0854
210600.19,DMSO,0.3545,0.0853
212400.19,DMSO,0.3518,0.0854
214200.19,DMSO,0.35,0.0853
216000.19,DMSO,0.3488,0.0856
217800.19,DMSO,0.3459,0.0851
219600.19,DMSO,0.345,0.0853
221400.19,DMSO,0.3436,0.0859
223200.19,DMSO,0.3416,0.0856
225000.19,DMSO,0.3394,0.085
226800.19,DMSO,0.3383,0.0851
228600.19,DMSO,0.337,0.0855
230400.19,DMSO,0.3353,0.0856
232200.19,DMSO,0.333,0.0851
234000.19,DMSO,0.332,0.0854
235800.19,DMSO,0.3304,0.0857
237600.19,DMSO,0.3296,0.0856
239400.19,DMSO,0.3277,0.0854
241200.19,DMSO,0.3273,0.0855
243000.19,DMSO,0.3254,0.0855
244800.19,DMSO,0.3242,0.0853
246600.19,DMSO,0.3227,0.0858
0,DMSO,0.0946,0.0848
1800.19,DMSO,0.0826,0.0845
3600.19,DMSO,0.0828,0.0846
5400.19,DMSO,0.0826,0.0848
7200.19,DMSO,0.0828,0.0846
9000.19,DMSO,0.0828,0.0846
10800.19,DMSO,0.0825,0.0845
12600.19,DMSO,0.0833,0.0848
14400.19,DMSO,0.0836,0.0847
16200.19,DMSO,0.0833,0.0845
18000.19,DMSO,0.0837,0.0849
19800.19,DMSO,0.084,0.0845
21600.19,DMSO,0.0844,0.0846
23400.19,DMSO,0.0847,0.0845
25200.19,DMSO,0.0854,0.0848
27000.19,DMSO,0.0862,0.0849
28800.19,DMSO,0.0869,0.0846
30600.19,DMSO,0.0877,0.0844
32400.19,DMSO,0.0894,0.0847
34200.19,DMSO,0.0907,0.0848
36000.19,DMSO,0.0929,0.0848
37800.19,DMSO,0.0951,0.0848
39600.19,DMSO,0.0974,0.0847
41400.19,DMSO,0.1005,0.0849
43200.19,DMSO,0.1036,0.0848
45000.19,DMSO,0.107,0.085
46800.19,DMSO,0.1112,0.0847
48600.19,DMSO,0.1164,0.0851
50400.19,DMSO,0.1223,0.085
52200.19,DMSO,0.1297,0.0851
54000.19,DMSO,0.1387,0.0851
55800.19,DMSO,0.1494,0.0847
57600.19,DMSO,0.1622,0.0851
59400.19,DMSO,0.1772,0.0851
61200.19,DMSO,0.1943,0.0852
63000.19,DMSO,0.2134,0.0849
64800.19,DMSO,0.2346,0.0853
66600.19,DMSO,0.2555,0.0847
68400.19,DMSO,0.2769,0.0849
70200.19,DMSO,0.2968,0.0851
72000.19,DMSO,0.3128,0.0848
73800.19,DMSO,0.3268,0.0851
75600.19,DMSO,0.3394,0.085
77400.19,DMSO,0.3503,0.0847
79200.19,DMSO,0.3601,0.0848
81000.19,DMSO,0.3686,0.0851
82800.19,DMSO,0.3765,0.0852
84600.19,DMSO,0.3847,0.0852
86400.19,DMSO,0.3918,0.0852
88200.19,DMSO,0.398,0.0849
90000.19,DMSO,0.4041,0.0851
91800.19,DMSO,0.4102,0.0854
93600.19,DMSO,0.4154,0.0848
95400.19,DMSO,0.4195,0.0848
97200.19,DMSO,0.4218,0.085
99000.19,DMSO,0.4251,0.0851
100800.19,DMSO,0.4271,0.0849
102600.19,DMSO,0.4297,0.0851
104400.19,DMSO,0.4313,0.0847
106200.19,DMSO,0.4329,0.085
108000.19,DMSO,0.4347,0.0852
109800.19,DMSO,0.437,0.085
111600.19,DMSO,0.439,0.0848
113400.19,DMSO,0.4418,0.0851
115200.19,DMSO,0.4449,0.0853
117000.19,DMSO,0.4459,0.0849
118800.19,DMSO,0.4488,0.0852
120600.19,DMSO,0.4513,0.0846
122400.19,DMSO,0.452,0.0853
124200.19,DMSO,0.452,0.0852
126000.19,DMSO,0.451,0.0853
127800.19,DMSO,0.4503,0.085
129600.19,DMSO,0.4496,0.0851
131400.19,DMSO,0.4485,0.0852
133200.19,DMSO,0.4485,0.0855
135000.19,DMSO,0.4473,0.0849
136800.19,DMSO,0.4466,0.085
138600.19,DMSO,0.4454,0.085
140400.19,DMSO,0.4446,0.0851
142200.19,DMSO,0.4435,0.085
144000.19,DMSO,0.4421,0.0852
145800.19,DMSO,0.4414,0.0853
147600.19,DMSO,0.4401,0.0854
149400.19,DMSO,0.4379,0.0855
151200.19,DMSO,0.4356,0.085
153000.19,DMSO,0.4336,0.0851
154800.19,DMSO,0.4322,0.0854
156600.19,DMSO,0.4298,0.0853
158400.19,DMSO,0.4278,0.0848
160200.19,DMSO,0.4261,0.0852
162000.19,DMSO,0.4238,0.0853
163800.19,DMSO,0.4215,0.0855
165600.19,DMSO,0.419,0.0851
167400.19,DMSO,0.4167,0.0853
169200.19,DMSO,0.4141,0.0853
171000.19,DMSO,0.4116,0.0851
172800.19,DMSO,0.4092,0.0853
174600.19,DMSO,0.4064,0.0855
176400.19,DMSO,0.4039,0.085
178200.19,DMSO,0.4015,0.085
180000.19,DMSO,0.3989,0.0852
181800.19,DMSO,0.3958,0.0854
183600.19,DMSO,0.3937,0.0851
185400.19,DMSO,0.3915,0.0854
187200.19,DMSO,0.3884,0.0855
189000.19,DMSO,0.3866,0.0854
190800.19,DMSO,0.3834,0.0852
192600.19,DMSO,0.3808,0.0853
194400.19,DMSO,0.3786,0.0856
196200.19,DMSO,0.3758,0.0853
198000.19,DMSO,0.373,0.085
199800.19,DMSO,0.3707,0.0852
201600.19,DMSO,0.3677,0.0851
203400.19,DMSO,0.3659,0.0852
205200.19,DMSO,0.3641,0.0856
207000.19,DMSO,0.3611,0.0851
208800.19,DMSO,0.3587,0.0854
210600.19,DMSO,0.3566,0.0853
212400.19,DMSO,0.354,0.0854
214200.19,DMSO,0.3519,0.0853
216000.19,DMSO,0.3499,0.0856
217800.19,DMSO,0.3471,0.0851
219600.19,DMSO,0.3455,0.0853
221400.19,DMSO,0.3437,0.0859
223200.19,DMSO,0.341,0.0856
225000.19,DMSO,0.339,0.085
226800.19,DMSO,0.3364,0.0851
228600.19,DMSO,0.3349,0.0855
230400.19,DMSO,0.333,0.0856
232200.19,DMSO,0.3303,0.0851
234000.19,DMSO,0.3289,0.0854
235800.19,DMSO,0.3272,0.0857
237600.19,DMSO,0.3255,0.0856
239400.19,DMSO,0.3233,0.0854
241200.19,DMSO,0.3216,0.0855
243000.19,DMSO,0.3198,0.0855
244800.19,DMSO,0.3181,0.0853
246600.19,DMSO,0.3173,0.0858
0,DMSO,0.0843,0.0848
1800.19,DMSO,0.0838,0.0845
3600.19,DMSO,0.0844,0.0846
5400.19,DMSO,0.0842,0.0848
7200.19,DMSO,0.0842,0.0846
9000.19,DMSO,0.0843,0.0846
10800.19,DMSO,0.0842,0.0845
12600.19,DMSO,0.0844,0.0848
14400.19,DMSO,0.0849,0.0847
16200.19,DMSO,0.0849,0.0845
18000.19,DMSO,0.0853,0.0849
19800.19,DMSO,0.0852,0.0845
21600.19,DMSO,0.0856,0.0846
23400.19,DMSO,0.0862,0.0845
25200.19,DMSO,0.0867,0.0848
27000.19,DMSO,0.087,0.0849
28800.19,DMSO,0.0882,0.0846
30600.19,DMSO,0.0884,0.0844
32400.19,DMSO,0.0906,0.0847
34200.19,DMSO,0.0919,0.0848
36000.19,DMSO,0.0937,0.0848
37800.19,DMSO,0.0957,0.0848
39600.19,DMSO,0.0981,0.0847
41400.19,DMSO,0.1012,0.0849
43200.19,DMSO,0.1039,0.0848
45000.19,DMSO,0.1076,0.085
46800.19,DMSO,0.1111,0.0847
48600.19,DMSO,0.1159,0.0851
50400.19,DMSO,0.122,0.085
52200.19,DMSO,0.1289,0.0851
54000.19,DMSO,0.1377,0.0851
55800.19,DMSO,0.1471,0.0847
57600.19,DMSO,0.159,0.0851
59400.19,DMSO,0.1729,0.0851
61200.19,DMSO,0.188,0.0852
63000.19,DMSO,0.2068,0.0849
64800.19,DMSO,0.2258,0.0853
66600.19,DMSO,0.2457,0.0847
68400.19,DMSO,0.2672,0.0849
70200.19,DMSO,0.2867,0.0851
72000.19,DMSO,0.3018,0.0848
73800.19,DMSO,0.316,0.0851
75600.19,DMSO,0.33,0.085
77400.19,DMSO,0.3433,0.0847
79200.19,DMSO,0.355,0.0848
81000.19,DMSO,0.3658,0.0851
82800.19,DMSO,0.375,0.0852
84600.19,DMSO,0.3832,0.0852
86400.19,DMSO,0.3921,0.0852
88200.19,DMSO,0.3986,0.0849
90000.19,DMSO,0.4025,0.0851
91800.19,DMSO,0.4081,0.0854
93600.19,DMSO,0.4126,0.0848
95400.19,DMSO,0.4182,0.0848
97200.19,DMSO,0.4223,0.085
99000.19,DMSO,0.426,0.0851
100800.19,DMSO,0.4288,0.0849
102600.19,DMSO,0.4315,0.0851
104400.19,DMSO,0.4334,0.0847
106200.19,DMSO,0.436,0.085
108000.19,DMSO,0.4386,0.0852
109800.19,DMSO,0.441,0.085
111600.19,DMSO,0.4432,0.0848
113400.19,DMSO,0.4468,0.0851
115200.19,DMSO,0.4494,0.0853
117000.19,DMSO,0.4517,0.0849
118800.19,DMSO,0.4538,0.0852
120600.19,DMSO,0.4559,0.0846
122400.19,DMSO,0.4565,0.0853
124200.19,DMSO,0.4572,0.0852
126000.19,DMSO,0.4573,0.0853
127800.19,DMSO,0.4572,0.085
129600.19,DMSO,0.4561,0.0851
131400.19,DMSO,0.4546,0.0852
133200.19,DMSO,0.454,0.0855
135000.19,DMSO,0.4516,0.0849
136800.19,DMSO,0.4509,0.085
138600.19,DMSO,0.449,0.085
140400.19,DMSO,0.4479,0.0851
142200.19,DMSO,0.4462,0.085
144000.19,DMSO,0.4447,0.0852
145800.19,DMSO,0.4426,0.0853
147600.19,DMSO,0.4415,0.0854
149400.19,DMSO,0.4394,0.0855
151200.19,DMSO,0.4372,0.085
153000.19,DMSO,0.4352,0.0851
154800.19,DMSO,0.434,0.0854
156600.19,DMSO,0.4308,0.0853
158400.19,DMSO,0.4286,0.0848
160200.19,DMSO,0.4268,0.0852
162000.19,DMSO,0.424,0.0853
163800.19,DMSO,0.4219,0.0855
165600.19,DMSO,0.4188,0.0851
167400.19,DMSO,0.4167,0.0853
169200.19,DMSO,0.4147,0.0853
171000.19,DMSO,0.4125,0.0851
172800.19,DMSO,0.41,0.0853
174600.19,DMSO,0.4069,0.0855
176400.19,DMSO,0.4052,0.085
178200.19,DMSO,0.4022,0.085
180000.19,DMSO,0.3999,0.0852
181800.19,DMSO,0.3973,0.0854
183600.19,DMSO,0.3949,0.0851
185400.19,DMSO,0.3932,0.0854
187200.19,DMSO,0.39,0.0855
189000.19,DMSO,0.3879,0.0854
190800.19,DMSO,0.3855,0.0852
192600.19,DMSO,0.3829,0.0853
194400.19,DMSO,0.381,0.0856
196200.19,DMSO,0.3784,0.0853
198000.19,DMSO,0.3759,0.085
199800.19,DMSO,0.3741,0.0852
201600.19,DMSO,0.3716,0.0851
203400.19,DMSO,0.3697,0.0852
205200.19,DMSO,0.3675,0.0856
207000.19,DMSO,0.3659,0.0851
208800.19,DMSO,0.3635,0.0854
210600.19,DMSO,0.3616,0.0853
212400.19,DMSO,0.3597,0.0854
214200.19,DMSO,0.358,0.0853
216000.19,DMSO,0.3562,0.0856
217800.19,DMSO,0.3537,0.0851
219600.19,DMSO,0.3523,0.0853
221400.19,DMSO,0.3511,0.0859
223200.19,DMSO,0.3492,0.0856
225000.19,DMSO,0.3472,0.085
226800.19,DMSO,0.3454,0.0851
